gameid,Bluetopgp,Bluetopwr,Bluetopkda,result,Redtopgp,Redtopwr,Redtopkda,Bluejngp,Bluejngwr,Bluejngkda,Redjnggp,Redjngwr,Redjngkda,Bluemidgp,Bluemidwr,Bluemidkda,Redmidgp,Redmidwr,Redmidkda,Bluebotgp,Bluebotwr,Bluebotkda,Redbotgp,Redbotwr,Redbotkda,Bluesupgp,Bluesupwr,Bluesupkda,Redsupgp,Redsupwr,Redsupkda
LOLTMNT02_43680,5.0,0.6,0.33,1.0,1.0,0.0,0.33,1.0,1.0,0.67,2.0,0.5,0.25,1.0,1.0,3.0,4.0,0.25,0.57,5.0,0.6,14.0,5.0,0.4,2.0,2.0,0.5,0.67,8.0,0.25,0.67
LOLTMNT02_43684,1.0,0.0,0.29,0.0,5.0,0.6,0.67,4.0,0.25,0.8,5.0,0.6,3.0,3.0,0.0,1.0,1.0,1.0,1.5,3.0,0.0,0.83,2.0,0.5,2.25,4.0,0.25,0.5,3.0,1.0,0.25
LOLTMNT02_43686,3.0,0.67,0.75,1.0,7.0,0.14,0.33,3.0,0.67,0.0,4.0,0.25,1.33,6.0,0.33,2.5,5.0,0.2,2.0,3.0,0.67,3.33,1.0,0.0,0.2,6.0,0.5,0.25,1.0,0.0,0.0
LOLTMNT02_43687,2.0,0.5,0.0,1.0,6.0,0.33,1.5,2.0,0.5,3.5,2.0,0.0,0.0,2.0,0.5,3.5,6.0,0.5,1.67,4.0,0.5,3.0,3.0,0.0,0.0,1.0,1.0,0.33,2.0,0.0,0.0
LOLTMNT02_43688,5.0,0.4,0.6,0.0,3.0,0.67,1.0,4.0,0.5,0.67,2.0,0.5,0.33,2.0,0.0,0.43,3.0,0.33,0.33,4.0,0.75,0.75,2.0,0.5,0.33,5.0,0.4,0.0,1.0,1.0,0.0
LOLTMNT01_54348,7.0,0.43,0.0,1.0,1.0,0.0,1.0,4.0,0.25,3.0,2.0,0.0,2.0,5.0,0.2,1.0,2.0,0.0,0.6,1.0,1.0,3.0,1.0,0.0,1.0,1.0,1.0,0.25,2.0,0.0,0.33
LOLTMNT01_54352,3.0,0.33,0.33,1.0,7.0,0.43,0.0,1.0,1.0,2.0,4.0,0.25,3.0,1.0,1.0,1.14,5.0,0.2,1.0,2.0,0.5,2.5,4.0,0.25,0.29,3.0,0.33,0.0,1.0,0.0,2.0
LOLTMNT01_53577,2.0,0.5,0.5,0.0,7.0,0.86,4.0,7.0,0.57,2.0,2.0,1.0,1.5,3.0,0.33,8.0,4.0,1.0,2.67,4.0,0.5,5.0,4.0,0.75,2.0,5.0,0.6,2.0,4.0,0.75,0.0
LOLTMNT01_54374,9.0,0.67,0.6,0.0,2.0,0.5,0.5,7.0,0.57,2.0,2.0,1.0,1.5,3.0,0.33,1.67,3.0,0.33,0.67,1.0,0.0,4.0,5.0,0.6,4.0,2.0,0.5,2.0,4.0,0.75,0.0
LOLTMNT04_26359,5.0,1.0,4.0,1.0,2.0,0.5,1.5,7.0,0.71,4.0,10.0,0.7,0.0,5.0,0.6,8.0,5.0,0.2,7.0,9.0,0.56,4.0,9.0,0.44,0.4,8.0,0.62,3.0,1.0,0.0,0.09
LOLTMNT04_26379,4.0,0.25,0.75,1.0,1.0,0.0,1.0,3.0,0.67,1.5,10.0,0.7,0.0,1.0,1.0,3.0,1.0,0.0,5.0,5.0,0.6,2.5,6.0,0.5,3.0,7.0,0.57,1.0,10.0,0.5,0.0
LOLTMNT04_26385,4.0,0.5,8.0,1.0,3.0,0.33,0.25,9.0,0.56,1.0,13.0,0.62,2.0,9.0,0.56,0.5,4.0,0.5,6.0,4.0,0.25,0.17,2.0,0.0,0.2,8.0,0.5,0.25,11.0,0.45,0.25
LOLTMNT01_54665,3.0,0.33,5.0,1.0,1.0,0.0,0.43,4.0,0.5,4.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,6.0,0.67,1.67,1.0,0.0,0.67,9.0,0.56,0.33,1.0,0.0,0.0
LOLTMNT04_26398,7.0,0.86,0.0,1.0,4.0,0.75,3.0,8.0,0.62,1.67,9.0,0.56,1.0,5.0,0.8,1.0,9.0,0.56,0.5,5.0,0.6,2.5,2.0,0.0,0.0,4.0,0.75,0.5,7.0,0.14,0.25
LOLTMNT04_27389,3.0,0.0,0.0,0.0,2.0,1.0,1.0,9.0,0.56,1.0,13.0,0.62,2.0,1.0,0.0,0.8,6.0,0.5,1.67,4.0,0.5,5.0,5.0,0.6,2.5,7.0,0.57,1.0,4.0,0.75,0.5
LOLTMNT01_54710,2.0,0.5,5.5,0.0,3.0,0.67,5.0,2.0,0.5,0.5,4.0,0.75,0.2,2.0,0.5,4.0,4.0,0.5,2.0,4.0,0.25,0.6,3.0,0.67,7.0,1.0,0.0,1.5,3.0,0.67,0.0
LOLTMNT01_54744,2.0,0.5,11.0,1.0,1.0,0.0,0.8,2.0,1.0,0.8,2.0,0.0,0.0,2.0,0.5,0.67,1.0,0.0,1.0,1.0,1.0,2.0,3.0,0.0,0.6,1.0,1.0,1.0,2.0,0.0,0.5
LOLTMNT01_53977,1.0,0.0,0.67,0.0,6.0,0.83,4.0,1.0,0.0,0.0,4.0,1.0,5.0,1.0,0.0,2.0,1.0,1.0,6.0,3.0,0.67,1.4,5.0,0.6,1.0,5.0,0.8,0.0,2.0,1.0,0.5
LOLTMNT01_54755,3.0,0.33,1.0,0.0,6.0,0.33,1.0,5.0,0.6,0.6,2.0,0.5,0.17,2.0,0.5,1.0,3.0,0.33,3.67,1.0,0.0,0.83,3.0,0.33,0.5,2.0,0.5,0.0,1.0,1.0,4.0
LOLTMNT01_53993,3.0,0.0,1.5,0.0,5.0,1.0,1.33,2.0,0.0,1.25,2.0,0.5,3.0,2.0,0.0,0.33,3.0,0.67,1.5,1.0,0.0,0.75,3.0,0.67,1.33,1.0,0.0,0.14,1.0,1.0,0.67
LOLTMNT01_55058,4.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,7.0,2.0,0.0,0.5,4.0,1.0,4.0,6.0,0.17,0.2,2.0,1.0,1.0,4.0,0.25,0.0,3.0,0.33,0.33,1.0,0.0,0.0
LOLTMNT01_54835,2.0,0.0,0.67,0.0,4.0,1.0,1.0,2.0,0.0,1.57,3.0,1.0,1.25,3.0,0.33,5.0,4.0,0.75,5.0,4.0,0.0,0.0,1.0,1.0,1.88,4.0,0.0,0.4,1.0,1.0,0.25
LOLTMNT01_55097,2.0,0.0,1.0,0.0,7.0,0.86,4.0,4.0,0.25,3.0,2.0,1.0,8.0,5.0,0.2,1.0,5.0,0.6,2.0,4.0,0.25,0.29,6.0,1.0,11.0,3.0,0.67,0.25,4.0,0.75,0.0
LOLTMNT01_55111,7.0,0.43,0.0,0.0,7.0,0.86,4.0,4.0,0.25,3.0,2.0,1.0,3.0,5.0,0.2,1.0,5.0,0.6,2.0,2.0,0.0,2.0,6.0,1.0,11.0,1.0,0.0,0.25,5.0,0.8,0.25
LOLTMNT01_56047,4.0,0.5,1.67,1.0,4.0,0.5,1.0,5.0,0.4,0.67,1.0,0.0,0.25,4.0,1.0,4.0,2.0,0.0,1.0,4.0,1.0,1.5,4.0,0.5,0.33,4.0,1.0,0.5,1.0,0.0,0.17
LOLTMNT01_56080,2.0,1.0,2.0,1.0,1.0,0.0,0.33,4.0,0.5,0.0,2.0,0.5,1.67,5.0,0.6,5.0,2.0,0.5,0.8,2.0,0.5,2.0,4.0,0.25,1.0,1.0,1.0,2.5,3.0,0.33,0.0
LOLTMNT04_26444,5.0,0.8,8.0,1.0,1.0,0.0,0.5,2.0,1.0,2.0,2.0,0.0,6.0,1.0,1.0,0.5,2.0,0.5,3.0,4.0,0.75,2.0,4.0,0.75,8.0,1.0,1.0,0.67,2.0,0.0,0.0
LOLTMNT01_56111,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.25,2.0,0.5,0.0,1.0,0.0,1.33,1.0,1.0,1.0,2.0,0.0,1.0,2.0,1.0,4.0,1.0,0.0,0.33,2.0,0.5,0.33
LOLTMNT01_55377,3.0,1.0,3.0,1.0,1.0,0.0,0.25,3.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,0.5,4.0,1.0,1.0,2.67,4.0,0.5,4.0,4.0,1.0,3.0,1.0,0.0,0.33
LOLTMNT01_56166,1.0,1.0,4.0,1.0,2.0,0.0,0.0,1.0,1.0,0.5,2.0,0.5,1.67,3.0,0.67,13.0,1.0,0.0,0.75,3.0,0.67,2.0,2.0,0.0,2.33,1.0,1.0,0.33,1.0,0.0,0.0
LOLTMNT04_27436,8.0,0.62,1.0,1.0,5.0,0.2,0.5,6.0,0.83,5.0,3.0,0.67,0.0,1.0,1.0,7.0,8.0,0.62,0.5,11.0,0.64,1.67,2.0,0.0,1.0,7.0,0.71,0.0,1.0,0.0,0.6
LOLTMNT01_56178,11.0,0.55,3.0,1.0,2.0,0.5,0.0,4.0,0.5,2.5,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,5.0,0.6,10.0,1.0,0.0,0.38,4.0,0.75,0.67,1.0,0.0,0.0
LOLTMNT01_55423,2.0,0.0,0.75,0.0,2.0,0.5,0.43,1.0,0.0,2.67,1.0,1.0,0.8,3.0,0.33,0.0,2.0,0.5,0.75,1.0,0.0,3.0,3.0,0.67,1.5,3.0,0.33,1.0,4.0,0.5,0.0
LOLTMNT01_55445,3.0,1.0,7.0,1.0,1.0,0.0,1.0,3.0,0.33,2.5,5.0,0.2,4.0,3.0,0.33,6.0,3.0,0.33,2.25,4.0,0.5,1.67,4.0,0.5,4.5,4.0,0.75,0.4,1.0,0.0,0.0
LOLTMNT01_56222,6.0,0.33,1.0,0.0,4.0,0.75,0.67,1.0,0.0,0.0,2.0,1.0,1.0,3.0,0.33,3.5,3.0,1.0,1.5,1.0,0.0,0.5,2.0,0.5,0.0,1.0,0.0,0.33,1.0,1.0,0.0
LOLTMNT01_56217,3.0,0.33,1.5,1.0,1.0,0.0,0.25,2.0,0.5,1.25,2.0,0.5,1.0,2.0,0.5,1.0,1.0,0.0,1.0,3.0,0.33,0.33,4.0,0.25,0.0,2.0,1.0,0.5,3.0,0.33,0.0
LOLTMNT04_26471,2.0,0.5,4.0,1.0,5.0,0.0,0.4,4.0,0.5,1.0,3.0,0.0,0.25,2.0,0.5,3.0,2.0,0.0,0.0,4.0,0.75,6.0,4.0,0.0,1.5,4.0,0.5,0.25,1.0,0.0,0.0
LOLTMNT01_56251,2.0,0.5,11.0,0.0,2.0,0.5,0.33,1.0,0.0,0.5,5.0,0.6,0.6,2.0,0.5,0.67,5.0,0.6,8.0,1.0,0.0,0.5,4.0,0.25,0.67,1.0,0.0,0.0,2.0,0.5,0.0
LOLTMNT04_26481,3.0,0.0,0.6,0.0,1.0,1.0,0.83,1.0,0.0,0.33,3.0,0.67,0.0,1.0,0.0,0.29,4.0,0.5,6.0,1.0,0.0,0.33,3.0,0.67,0.5,2.0,0.0,0.8,2.0,1.0,0.0
LOLTMNT01_55477,4.0,0.75,3.0,1.0,4.0,0.75,0.0,4.0,1.0,2.0,3.0,0.67,0.33,7.0,0.86,4.0,6.0,0.67,1.0,7.0,0.57,4.0,2.0,0.5,0.5,2.0,1.0,0.0,2.0,0.5,0.5
LOLTMNT01_56275,2.0,1.0,0.75,1.0,3.0,0.0,1.0,4.0,1.0,0.0,6.0,0.17,0.0,2.0,1.0,5.0,2.0,0.5,7.0,3.0,1.0,4.0,2.0,0.5,7.0,3.0,1.0,1.5,12.0,0.58,0.17
LOLTMNT01_56297,4.0,1.0,7.0,1.0,2.0,0.0,1.0,4.0,0.75,0.0,1.0,0.0,1.67,2.0,0.5,0.0,1.0,0.0,1.0,6.0,0.83,5.0,2.0,0.0,0.8,4.0,0.75,0.4,2.0,0.0,0.29
LOLTMNT01_56301,5.0,1.0,1.33,1.0,1.0,0.0,0.8,6.0,0.83,0.5,2.0,0.0,0.88,5.0,0.4,1.75,3.0,0.33,0.25,4.0,0.75,3.0,2.0,0.5,1.83,1.0,1.0,0.14,2.0,0.5,0.33
LOLTMNT02_46021,5.0,0.6,1.5,0.0,7.0,0.71,1.0,1.0,0.0,0.0,4.0,1.0,4.0,8.0,0.38,3.0,3.0,0.67,4.0,2.0,0.5,0.25,8.0,0.62,0.33,4.0,0.75,1.0,2.0,1.0,0.25
LOLTMNT01_56317,2.0,0.0,0.0,0.0,3.0,0.67,5.0,1.0,0.0,0.0,3.0,1.0,1.0,3.0,0.0,0.5,4.0,0.5,1.33,4.0,0.5,0.5,2.0,1.0,4.0,3.0,0.0,0.5,1.0,1.0,0.5
LOLTMNT02_43867,4.0,0.25,0.0,1.0,6.0,0.5,7.0,4.0,1.0,4.0,2.0,0.0,1.25,1.0,1.0,3.0,1.0,0.0,0.0,1.0,1.0,1.0,5.0,0.2,0.4,1.0,1.0,1.0,1.0,0.0,0.0
LOLTMNT02_43876,6.0,0.17,2.0,0.0,2.0,1.0,0.75,2.0,0.0,0.0,6.0,0.83,5.0,1.0,0.0,0.0,3.0,1.0,3.0,1.0,0.0,0.17,3.0,1.0,5.0,4.0,0.0,0.0,1.0,1.0,4.0
LOLTMNT02_46046,3.0,0.0,0.33,0.0,1.0,1.0,0.0,2.0,0.0,0.0,1.0,1.0,2.0,3.0,0.33,1.5,1.0,1.0,3.0,4.0,0.25,1.0,1.0,1.0,2.67,2.0,0.0,0.0,9.0,0.78,0.33
LOLTMNT01_55616,6.0,0.83,3.0,1.0,1.0,0.0,0.6,8.0,0.75,1.0,2.0,0.0,2.0,10.0,0.8,10.0,3.0,0.33,3.0,4.0,0.75,7.0,2.0,0.5,5.0,12.0,0.5,0.5,1.0,0.0,0.0
LOLTMNT01_56424,2.0,0.5,0.5,1.0,6.0,0.17,3.5,8.0,0.75,1.0,2.0,0.0,2.0,10.0,0.8,10.0,3.0,0.33,3.0,4.0,0.75,7.0,4.0,0.0,0.25,12.0,0.5,0.5,3.0,0.0,0.4
LOLTMNT01_55642,15.0,0.73,4.0,1.0,8.0,0.88,0.33,11.0,0.64,1.0,1.0,0.0,0.25,12.0,0.67,2.33,14.0,0.71,2.0,7.0,0.86,4.0,10.0,0.7,3.5,13.0,0.62,0.0,10.0,0.7,0.0
LOLTMNT01_56440,1.0,0.0,0.25,0.0,15.0,0.73,4.0,1.0,0.0,0.33,6.0,0.67,1.33,1.0,0.0,0.5,8.0,0.38,2.0,10.0,0.7,3.5,7.0,0.86,4.0,10.0,0.7,0.0,13.0,0.62,0.0
LOLTMNT01_56443,3.0,0.33,1.0,1.0,1.0,0.0,0.2,2.0,0.5,2.0,1.0,0.0,0.25,2.0,0.5,1.0,5.0,0.2,0.67,1.0,1.0,1.0,1.0,0.0,4.0,1.0,1.0,0.75,2.0,0.0,0.0
LOLTMNT01_56450,2.0,0.5,3.33,1.0,3.0,0.33,0.33,2.0,0.5,1.5,2.0,0.0,2.0,2.0,0.5,1.0,2.0,0.0,0.0,4.0,0.75,5.0,5.0,0.0,1.0,3.0,0.33,0.0,2.0,0.0,0.14
LOLTMNT01_55683,2.0,0.0,0.17,0.0,18.0,0.39,0.0,5.0,0.0,1.5,10.0,0.7,1.0,2.0,0.0,0.2,11.0,0.18,0.29,7.0,0.14,1.25,3.0,1.0,2.0,3.0,0.0,0.25,7.0,0.43,1.0
LOLTMNT01_55709,2.0,0.0,0.17,0.0,10.0,0.6,2.0,6.0,0.0,0.5,10.0,0.7,1.0,3.0,0.33,5.0,8.0,0.62,0.5,7.0,0.14,1.25,3.0,1.0,2.0,3.0,0.0,0.25,7.0,0.43,1.0
LOLTMNT04_27484,5.0,0.8,0.25,1.0,1.0,0.0,1.5,6.0,0.33,0.5,3.0,0.67,4.0,6.0,0.5,5.0,5.0,0.2,2.0,6.0,0.67,1.0,1.0,0.0,2.67,1.0,1.0,1.0,1.0,0.0,0.0
LOLTMNT04_26524,10.0,0.7,1.0,1.0,1.0,0.0,0.6,6.0,0.67,0.25,3.0,0.33,1.0,2.0,1.0,7.0,6.0,0.67,0.75,4.0,0.75,8.0,2.0,0.5,2.5,10.0,0.6,1.0,3.0,0.33,0.25
LOLTMNT01_55831,8.0,0.62,5.0,1.0,1.0,0.0,0.29,11.0,0.73,4.0,2.0,0.5,2.0,7.0,0.57,3.33,4.0,0.75,1.8,2.0,1.0,1.33,1.0,0.0,1.0,7.0,0.43,0.0,2.0,0.5,0.2
LOLTMNT01_55830,1.0,0.0,0.14,0.0,4.0,0.75,0.5,1.0,0.0,0.4,3.0,0.33,0.2,3.0,0.0,1.0,4.0,1.0,4.0,1.0,0.0,1.0,2.0,1.0,2.0,5.0,0.2,0.2,2.0,1.0,10.0
LOLTMNT04_27494,8.0,0.62,1.0,1.0,3.0,0.0,0.67,2.0,1.0,1.5,6.0,0.0,1.0,8.0,0.75,9.0,2.0,0.0,0.2,5.0,0.6,3.67,5.0,0.0,1.0,11.0,0.64,1.0,2.0,0.0,0.0
LOLTMNT04_26526,2.0,0.0,0.4,0.0,5.0,0.4,0.2,3.0,0.0,0.12,3.0,0.33,1.0,6.0,0.0,1.0,3.0,0.67,5.0,4.0,0.5,0.67,4.0,0.5,0.25,1.0,0.0,0.17,2.0,0.5,0.5
LOLTMNT04_27501,2.0,0.0,0.0,0.0,6.0,0.67,1.33,6.0,0.17,0.0,1.0,1.0,0.67,3.0,0.0,0.4,5.0,0.6,6.0,3.0,0.0,1.0,3.0,1.0,5.0,2.0,0.0,1.0,2.0,1.0,0.5
LOLTMNT04_27499,2.0,1.0,1.0,1.0,4.0,0.25,3.0,2.0,0.5,2.0,1.0,0.0,1.0,4.0,0.5,8.0,1.0,0.0,0.0,6.0,0.33,0.2,3.0,0.0,0.67,4.0,0.75,0.0,1.0,0.0,0.0
LOLTMNT04_27509,5.0,0.4,2.0,1.0,3.0,0.33,3.0,4.0,0.5,1.0,1.0,0.0,0.6,1.0,1.0,2.0,1.0,0.0,2.0,4.0,0.75,6.0,1.0,0.0,0.67,2.0,0.5,0.0,2.0,0.0,0.0
LOLTMNT04_26544,2.0,1.0,0.75,1.0,2.0,0.5,3.0,3.0,1.0,2.0,6.0,0.33,3.0,5.0,1.0,1.0,3.0,0.0,0.0,1.0,1.0,3.0,1.0,0.0,2.0,4.0,0.75,0.0,1.0,0.0,0.0
LOLTMNT04_26533,2.0,0.0,0.75,0.0,2.0,1.0,1.5,3.0,0.33,1.0,3.0,0.67,1.5,3.0,0.0,0.67,2.0,0.5,4.0,1.0,0.0,0.33,4.0,0.5,5.0,1.0,0.0,0.0,1.0,1.0,0.0
LOLTMNT01_55878,4.0,0.25,0.0,0.0,2.0,0.5,1.0,3.0,0.33,1.33,1.0,1.0,1.0,2.0,0.5,0.0,1.0,1.0,2.0,3.0,0.33,3.0,6.0,0.33,3.0,5.0,0.2,0.5,4.0,0.5,1.0
LOLTMNT04_27508,2.0,0.0,1.25,0.0,2.0,0.5,0.6,1.0,0.0,0.67,1.0,1.0,1.0,1.0,0.0,0.5,2.0,0.5,0.83,1.0,0.0,4.0,5.0,0.8,7.0,2.0,0.0,0.33,3.0,0.33,0.25
LOLTMNT01_56673,2.0,1.0,3.0,1.0,2.0,0.0,0.0,4.0,0.25,2.0,3.0,0.0,0.4,2.0,0.5,0.0,3.0,0.0,2.0,3.0,0.33,6.0,3.0,0.33,8.0,1.0,1.0,0.5,1.0,0.0,0.0
LOLTMNT01_56671,4.0,0.75,0.0,1.0,1.0,0.0,0.67,3.0,0.67,0.33,1.0,0.0,0.75,6.0,0.67,1.0,4.0,0.25,3.0,1.0,1.0,5.0,3.0,0.33,3.5,4.0,1.0,0.0,1.0,0.0,0.2
LOLTMNT04_26542,2.0,0.0,0.5,0.0,3.0,0.67,0.5,2.0,0.0,0.5,5.0,0.6,4.0,1.0,0.0,0.67,1.0,1.0,4.0,3.0,0.0,1.0,3.0,1.0,2.5,3.0,0.0,0.12,7.0,0.57,0.17
LOLTMNT01_56687,5.0,0.8,0.0,1.0,1.0,0.0,0.29,1.0,1.0,1.0,1.0,0.0,0.2,4.0,0.75,2.0,1.0,0.0,0.0,7.0,0.71,1.67,4.0,0.25,8.0,1.0,1.0,4.0,3.0,0.33,1.0
LOLTMNT04_27523,5.0,0.6,4.0,0.0,2.0,0.5,0.75,1.0,0.0,0.5,3.0,0.67,1.0,5.0,0.8,5.0,2.0,0.5,1.25,1.0,0.0,0.8,1.0,1.0,2.0,2.0,0.5,0.0,1.0,1.0,0.0
LOLTMNT04_27519,8.0,0.62,1.0,1.0,5.0,0.8,8.0,6.0,0.83,5.0,1.0,0.0,0.8,3.0,1.0,4.0,1.0,0.0,0.5,11.0,0.64,1.67,4.0,0.75,2.0,7.0,0.57,0.0,2.0,0.5,0.0
LOLTMNT01_56701,5.0,0.8,2.0,1.0,5.0,0.6,0.0,1.0,1.0,0.5,3.0,0.67,0.25,5.0,0.8,2.0,11.0,0.73,0.6,6.0,0.33,0.4,1.0,0.0,1.5,3.0,0.33,0.33,3.0,0.33,1.0
LOLTMNT04_27522,2.0,0.0,0.0,0.0,6.0,0.83,2.0,2.0,0.0,2.0,3.0,1.0,3.5,1.0,0.0,0.11,9.0,1.0,0.67,1.0,0.0,1.0,3.0,1.0,4.0,2.0,0.0,0.0,3.0,1.0,0.67
LOLTMNT04_27524,4.0,0.25,1.0,0.0,7.0,0.86,5.0,1.0,0.0,0.2,1.0,1.0,1.5,8.0,0.75,1.5,7.0,0.71,6.0,3.0,0.67,0.83,2.0,1.0,3.0,8.0,0.75,0.0,1.0,1.0,0.4
LOLTMNT01_56709,2.0,0.5,0.33,0.0,7.0,1.0,3.0,1.0,0.0,0.0,5.0,0.6,3.5,1.0,0.0,1.0,3.0,0.67,1.0,7.0,0.0,0.0,4.0,1.0,2.25,3.0,0.33,0.0,5.0,0.6,0.0
LOLTMNT01_55899,11.0,0.55,3.0,1.0,5.0,0.4,0.75,2.0,1.0,2.5,4.0,0.25,0.14,1.0,1.0,4.0,3.0,0.33,1.75,4.0,1.0,1.0,1.0,0.0,0.67,3.0,0.67,11.0,1.0,0.0,0.0
LOLTMNT04_26557,5.0,0.8,0.6,0.0,6.0,0.83,1.33,6.0,0.5,0.2,1.0,1.0,0.33,3.0,0.33,4.0,4.0,0.5,9.0,5.0,0.2,1.0,3.0,1.0,3.0,2.0,0.0,0.0,7.0,0.86,0.6
LOLTMNT04_26561,8.0,0.75,3.67,1.0,4.0,0.5,7.0,9.0,0.67,1.33,3.0,0.67,10.0,7.0,0.43,2.33,5.0,0.6,10.0,7.0,0.57,2.0,3.0,0.0,1.0,4.0,0.75,1.0,1.0,0.0,0.17
LOLTMNT01_55928,1.0,0.0,2.0,0.0,2.0,1.0,7.0,3.0,0.33,1.0,1.0,1.0,1.5,5.0,0.8,2.0,4.0,0.5,0.4,1.0,0.0,6.0,9.0,0.89,9.0,6.0,0.67,0.0,1.0,1.0,0.0
LOLTMNT04_27540,3.0,0.0,0.2,0.0,2.0,1.0,4.0,1.0,0.0,0.67,2.0,0.5,1.5,3.0,0.0,4.33,3.0,0.33,0.67,5.0,0.2,8.0,3.0,0.33,9.0,1.0,0.0,0.0,2.0,0.5,0.25
LOLTMNT01_56732,1.0,0.0,0.5,0.0,7.0,0.71,3.0,3.0,0.67,0.33,3.0,0.33,1.0,10.0,0.6,5.0,6.0,0.33,0.33,5.0,0.6,0.5,3.0,0.33,0.75,8.0,0.62,0.0,2.0,0.5,4.0
LOLTMNT04_26564,1.0,0.0,0.0,0.0,6.0,0.67,4.0,6.0,0.33,0.86,5.0,0.8,6.0,8.0,0.62,2.0,2.0,1.0,3.0,3.0,0.33,2.5,1.0,1.0,0.5,1.0,0.0,0.25,3.0,0.67,10.0
LOLTMNT01_56728,1.0,0.0,0.0,0.0,1.0,1.0,0.33,2.0,0.5,1.25,2.0,0.5,8.0,1.0,0.0,1.5,7.0,0.86,4.0,3.0,0.33,0.33,3.0,1.0,6.5,1.0,0.0,0.5,7.0,0.57,0.25
LOLTMNT04_26566,1.0,1.0,1.5,1.0,1.0,0.0,3.0,4.0,1.0,0.0,7.0,0.71,0.67,1.0,1.0,0.5,6.0,0.17,0.25,4.0,0.25,0.33,1.0,0.0,4.0,8.0,0.25,0.0,5.0,0.2,0.0
LOLTMNT04_27545,1.0,0.0,0.67,0.0,7.0,0.71,5.0,2.0,0.5,3.0,3.0,1.0,3.5,1.0,0.0,0.0,1.0,1.0,1.5,4.0,0.5,5.0,7.0,0.86,3.5,2.0,0.5,0.5,3.0,1.0,4.0
LOLTMNT04_26572,4.0,0.25,0.33,1.0,3.0,0.0,1.33,4.0,0.5,3.0,2.0,0.5,1.0,3.0,0.33,0.67,1.0,0.0,1.67,3.0,0.33,2.0,3.0,0.0,0.0,1.0,1.0,1.5,7.0,0.29,0.0
LOLTMNT04_27551,2.0,0.5,1.67,0.0,2.0,0.5,0.0,1.0,0.0,0.5,9.0,0.67,0.67,6.0,0.5,0.25,3.0,0.67,1.33,1.0,0.0,0.5,2.0,0.5,8.0,6.0,0.33,0.17,4.0,0.75,0.5
LOLTMNT01_56738,11.0,0.64,1.5,1.0,2.0,0.0,0.25,6.0,0.5,3.0,4.0,0.25,0.0,2.0,0.5,2.33,3.0,0.67,8.0,5.0,0.8,8.0,3.0,0.0,0.33,5.0,0.8,0.0,4.0,0.5,0.0
LOLTMNT01_55943,1.0,0.0,0.25,0.0,4.0,1.0,0.25,1.0,0.0,0.0,1.0,1.0,4.0,1.0,0.0,2.0,2.0,0.5,2.0,1.0,0.0,0.0,2.0,0.5,3.0,1.0,0.0,0.2,6.0,0.67,0.2
LOLTMNT04_27554,4.0,0.25,0.67,1.0,9.0,0.67,0.75,7.0,0.43,1.0,3.0,0.67,2.0,4.0,0.75,1.0,3.0,0.33,1.0,3.0,0.67,6.0,2.0,0.5,6.0,1.0,1.0,0.0,9.0,0.56,1.0
LOLTMNT04_27553,4.0,1.0,1.33,1.0,1.0,0.0,0.0,6.0,0.67,0.0,3.0,0.33,0.5,5.0,0.8,0.5,6.0,0.33,1.0,5.0,1.0,8.0,1.0,0.0,1.33,3.0,1.0,0.33,7.0,0.29,0.0
LOLTMNT02_46237,2.0,1.0,2.5,1.0,3.0,0.0,0.33,1.0,1.0,3.0,1.0,0.0,0.33,11.0,0.73,2.0,2.0,0.5,1.5,7.0,0.71,0.75,3.0,0.0,0.4,7.0,0.71,0.0,2.0,0.0,2.0
LOLTMNT02_47055,6.0,0.83,3.0,1.0,2.0,0.0,0.8,1.0,1.0,2.67,4.0,0.0,0.0,6.0,1.0,4.0,6.0,0.5,0.33,7.0,0.71,0.75,3.0,0.0,0.4,1.0,1.0,0.0,2.0,0.0,2.0
LOLTMNT02_47065,2.0,1.0,5.0,1.0,10.0,0.4,0.5,1.0,1.0,0.33,3.0,0.33,0.5,4.0,0.75,0.75,5.0,0.4,7.0,3.0,0.67,1.25,1.0,0.0,4.0,10.0,0.6,0.67,1.0,0.0,0.0
LOLTMNT02_46264,7.0,0.29,0.5,0.0,5.0,0.6,0.0,5.0,0.4,0.29,4.0,0.75,1.0,6.0,0.17,0.25,7.0,0.57,2.5,3.0,0.33,1.0,4.0,0.25,1.0,1.0,0.0,0.29,7.0,0.43,0.0
LOLTMNT01_55985,6.0,0.83,0.5,1.0,11.0,0.36,0.25,12.0,0.83,0.67,6.0,0.5,0.2,6.0,0.83,3.67,3.0,0.67,6.0,6.0,0.5,1.0,8.0,0.62,0.5,8.0,0.75,0.4,7.0,0.43,1.0
LOLTMNT01_55984,14.0,0.43,4.0,0.0,25.0,0.56,1.0,14.0,0.5,0.0,1.0,1.0,2.0,9.0,0.56,4.0,3.0,0.67,3.0,1.0,0.0,0.67,2.0,1.0,0.33,7.0,0.71,4.0,2.0,1.0,0.0
