gameid,Bluetopgp,Bluetopwr,Bluetopkda10,Bluetopkda15,Bluetopgolddiffat10,Bluetopgolddiffat15,Redtopgp,Redtopwr,Redtopkda10,Redtopkda15,Redtopgolddiffat10,Redtopgolddiffat15,Bluejnggp,Bluejngwr,Bluejngkda10,Bluejngkda15,Bluejnggolddiffat10,Bluejnggolddiffat15,Redjnggp,Redjngwr,Redjngkda10,Redjngkda15,Redjnggolddiffat10,Redjnggolddiffat15,Bluemidgp,Bluemidwr,Bluemidkda10,Bluemidkda15,Bluemidgolddiffat10,Bluemidgolddiffat15,Redmidgp,Redmidwr,Redmidkda10,Redmidkda15,Redmidgolddiffat10,Redmidgolddiffat15,Bluebotgp,Bluebotwr,Bluebotkda10,Bluebotkda15,Bluebotgolddiffat10,Bluebotgolddiffat15,Redbotgp,Redbotwr,Redbotkda10,Redbotkda15,Redbotgolddiffat10,Redbotgolddiffat15,Bluesupgp,Bluesupwr,Bluesupkda10,Bluesupkda15,Bluesupgolddiffat10,Bluesupgolddiffat15,Redsupgp,Redsupwr,Redsupkda10,Redsupkda15,Redsupgolddiffat10,Redsupgolddiffat15,firsttower,firstblood,firstherald,firstbaron,firstdragon,result
LOLTMNT01_42540,3.0,0.0,0.33,0.27,-257.67,-56.33,6.0,0.83,0.29,1.55,-74.0,-54.67,8.0,0.5,0.8,0.9,98.75,282.25,2.0,0.5,0.0,0.5,-534.5,-267.5,7.0,0.57,0.38,1.65,-144.43,-318.57,4.0,0.75,0.25,0.9,39.0,114.75,2.0,0.0,0.0,0.8,211.0,567.5,4.0,1.0,0.75,4.8,190.0,246.0,7.0,0.43,0.09,0.09,-138.86,-330.86,1.0,1.0,0.0,0.0,-9.0,-166.0,0.0,1.0,1.0,0.0,0.0,0.0
LOLTMNT01_42560,6.0,0.5,0.17,1.67,-332.67,-527.0,2.0,1.0,0.5,1.2,763.0,938.5,6.0,0.33,0.33,0.55,-329.33,-551.5,8.0,0.75,0.5,0.75,-80.88,-48.0,2.0,0.5,0.0,0.67,-274.0,-570.0,3.0,0.67,0.0,2.75,249.67,651.0,10.0,0.4,0.27,1.29,161.7,158.5,7.0,0.71,0.71,2.57,375.43,762.14,5.0,0.2,0.33,0.12,49.0,-32.8,5.0,1.0,0.2,0.4,156.8,459.6,0.0,0.0,1.0,0.0,0.0,0.0
LOLTMNT02_37804,3.0,0.33,0.33,1.86,373.0,129.67,11.0,0.55,0.0,1.0,-206.82,-182.36,4.0,0.5,0.5,0.22,80.5,217.25,15.0,0.6,0.47,0.62,-58.8,-101.4,9.0,0.44,0.22,1.16,21.44,242.22,11.0,0.55,0.17,0.97,10.64,-11.55,1.0,1.0,2.0,4.0,1169.0,1893.0,1.0,0.0,0.0,1.67,-1169.0,-1893.0,13.0,0.38,0.15,0.18,-149.69,-230.92,5.0,0.6,0.4,0.5,143.0,158.6,1.0,1.0,0.0,1.0,1.0,1.0
LOLTMNT02_38758,9.0,0.67,0.11,0.48,121.89,62.11,18.0,0.61,0.28,1.27,-146.78,-99.39,7.0,0.29,0.75,0.86,232.29,304.0,8.0,0.5,0.25,0.89,-132.62,-286.38,7.0,0.43,0.29,0.91,309.71,699.29,9.0,0.56,0.09,0.85,-331.44,-316.33,1.0,1.0,0.0,1.0,125.0,-7.0,19.0,0.68,0.26,1.25,-297.42,-327.47,4.0,0.5,0.0,0.32,-30.0,132.75,12.0,0.5,0.23,0.29,-27.33,-35.33,1.0,0.0,1.0,1.0,1.0,1.0
LOLTMNT02_38763,6.0,0.33,0.0,0.28,-401.17,-516.67,10.0,0.6,0.64,1.5,422.8,212.4,11.0,0.82,0.46,1.16,140.45,439.0,6.0,0.5,0.0,0.05,-74.83,-260.33,1.0,0.0,1.0,0.33,-214.0,-981.0,9.0,0.56,0.56,1.68,151.11,126.33,15.0,0.6,0.93,2.67,298.4,729.13,2.0,1.0,0.0,0.0,-61.5,-381.0,8.0,0.75,0.25,0.52,-103.38,32.62,2.0,1.0,0.5,1.5,385.0,914.5,0.0,0.0,0.0,0.0,1.0,0.0
LOLTMNT02_37817,12.0,0.58,0.08,1.24,-79.5,-95.08,16.0,0.44,0.44,1.24,-149.25,-174.62,15.0,0.6,0.47,0.62,-58.8,-101.4,2.0,0.0,0.0,0.67,10.5,50.5,7.0,0.86,0.57,2.31,109.86,112.0,3.0,0.67,1.33,1.6,577.67,535.67,3.0,1.0,0.0,0.5,-15.0,-346.0,2.0,0.0,0.0,2.67,-343.5,-605.0,7.0,0.86,0.43,1.75,190.86,392.57,7.0,0.43,0.0,0.25,-307.71,-471.29,1.0,0.0,1.0,1.0,0.0,1.0
LOLTMNT02_38771,9.0,0.67,0.11,0.48,121.89,62.11,18.0,0.61,0.28,1.27,-146.78,-99.39,7.0,0.29,0.75,0.86,232.29,304.0,3.0,0.67,0.33,0.25,-150.33,-384.67,7.0,0.43,0.29,0.91,309.71,699.29,9.0,0.56,0.09,0.85,-331.44,-316.33,3.0,0.33,1.67,0.8,540.67,716.67,19.0,0.68,0.26,1.25,-297.42,-327.47,2.0,0.5,1.0,2.0,229.5,92.5,12.0,0.5,0.23,0.29,-27.33,-35.33,1.0,0.0,1.0,0.0,0.0,0.0
10738-10738_game_1,6.0,0.33,,0.5,,,8.0,0.5,,1.03,,,5.0,1.0,,2.0,,,3.0,0.33,,0.86,,,3.0,0.67,,3.33,,,1.0,0.0,,1.0,,,3.0,0.33,,1.57,,,7.0,0.43,,0.96,,,2.0,1.0,,0.67,,,8.0,0.5,,0.09,,,,1.0,,,,1.0
LOLTMNT02_38772,4.0,0.75,0.75,1.25,252.75,569.25,1.0,0.0,1.0,0.67,-371.0,-891.0,11.0,0.82,0.46,1.16,140.45,439.0,6.0,0.5,0.0,0.05,-74.83,-260.33,8.0,0.75,0.55,1.55,-85.12,89.38,9.0,0.56,0.56,1.68,151.11,126.33,15.0,0.6,0.93,2.67,298.4,729.13,7.0,0.29,0.5,0.73,313.14,386.0,4.0,1.0,0.4,0.89,-431.75,-268.75,9.0,0.44,0.22,0.5,317.78,348.89,0.0,0.0,0.0,1.0,0.0,1.0
LOLTMNT02_37820,9.0,0.67,0.11,0.48,121.89,62.11,2.0,0.5,0.5,0.44,210.0,1.0,7.0,0.29,0.75,0.86,232.29,304.0,12.0,0.83,0.92,2.18,134.42,337.67,7.0,0.43,0.29,0.91,309.71,699.29,3.0,0.33,0.33,1.2,-224.33,-389.33,15.0,0.27,0.25,0.98,209.2,634.67,19.0,0.68,0.26,1.25,-297.42,-327.47,10.0,0.6,0.3,0.15,131.4,20.7,12.0,0.5,0.23,0.29,-27.33,-35.33,0.0,0.0,0.0,0.0,0.0,0.0
LOLTMNT02_38777,14.0,0.43,0.21,1.17,-134.29,-45.86,6.0,0.33,0.0,0.28,-401.17,-516.67,14.0,0.5,0.2,0.32,-236.86,-269.0,11.0,0.82,0.46,1.16,140.45,439.0,4.0,0.25,0.8,0.85,-329.0,-105.75,4.0,0.75,1.0,1.64,281.75,706.5,5.0,0.2,0.2,1.2,-23.4,-212.6,10.0,0.9,0.4,3.05,424.6,872.2,4.0,0.25,0.25,0.33,187.5,344.0,8.0,1.0,0.0,0.67,147.88,312.62,0.0,0.0,0.0,1.0,0.0,0.0
LOLTMNT02_37821,10.0,0.4,0.2,1.29,-145.9,-47.3,2.0,0.5,0.0,1.0,269.5,37.5,4.0,0.5,0.0,0.6,-72.25,42.0,15.0,0.6,0.47,0.62,-58.8,-101.4,2.0,0.5,0.0,5.5,-279.0,-90.0,5.0,0.0,0.0,0.79,-125.4,-227.8,7.0,0.43,1.0,2.05,502.43,652.0,4.0,0.25,0.0,0.57,-410.75,-163.25,13.0,0.38,0.15,0.18,-149.69,-230.92,1.0,0.0,0.0,0.0,127.0,106.0,1.0,0.0,0.0,0.0,0.0,1.0
10738-10738_game_2,5.0,0.0,,0.27,,,2.0,0.5,,0.71,,,6.0,0.67,,0.69,,,1.0,1.0,,1.0,,,7.0,0.43,,0.7,,,1.0,1.0,,5.0,,,3.0,0.0,,1.2,,,5.0,0.4,,0.58,,,5.0,0.4,,0.33,,,2.0,1.0,,1.0,,,,1.0,,,,0.0
10739-10739_game_1,9.0,0.56,,1.14,,,11.0,0.45,,1.16,,,2.0,0.5,,0.25,,,8.0,0.5,,0.94,,,3.0,0.67,,2.4,,,4.0,0.5,,1.27,,,4.0,0.25,,0.92,,,9.0,0.56,,1.48,,,2.0,0.5,,0.33,,,1.0,0.0,,0.0,,,,0.0,,,,1.0
LOLTMNT02_37839,17.0,0.82,0.0,1.7,-3.24,287.59,6.0,0.17,0.17,0.82,-216.5,-228.33,5.0,0.8,1.33,1.71,414.4,571.8,3.0,0.0,0.33,0.18,52.0,-283.33,13.0,0.92,0.38,2.09,405.54,702.54,7.0,0.29,0.43,0.55,-32.29,3.0,12.0,0.75,0.31,2.39,314.0,363.25,2.0,0.0,0.5,0.71,-235.0,144.0,11.0,0.73,0.09,0.33,107.27,122.45,3.0,0.0,0.0,0.1,-465.67,-860.33,1.0,0.0,0.0,1.0,1.0,1.0
10739-10739_game_2,4.0,0.75,,1.3,,,6.0,0.5,,1.25,,,1.0,1.0,,3.0,,,2.0,0.0,,0.09,,,6.0,0.83,,0.92,,,2.0,0.5,,2.5,,,8.0,0.88,,2.75,,,2.0,0.0,,0.14,,,2.0,1.0,,1.5,,,1.0,0.0,,0.0,,,,1.0,,,,1.0
LOLTMNT02_37841,9.0,0.44,0.0,0.53,-324.22,-598.44,17.0,0.82,0.0,1.7,-3.24,287.59,3.0,0.0,0.33,0.18,52.0,-283.33,4.0,1.0,0.0,1.71,-157.25,125.0,2.0,0.0,0.0,0.38,-656.5,-1210.5,3.0,1.0,0.33,1.33,451.67,490.33,4.0,0.0,0.0,0.2,-279.5,-991.25,13.0,0.92,0.23,1.54,-752.77,-1008.31,9.0,0.33,0.0,0.21,-165.56,-257.44,3.0,1.0,0.67,1.33,1023.0,1893.33,0.0,0.0,1.0,0.0,1.0,0.0
LOLTMNT01_41660,9.0,0.44,0.27,0.67,-468.56,-361.0,1.0,1.0,1.0,8.0,1236.0,1437.0,2.0,0.0,0.0,0.29,-365.5,-660.5,9.0,0.33,0.45,0.49,-94.33,-130.11,9.0,0.56,0.0,1.4,-49.89,159.22,3.0,0.33,0.0,0.44,46.67,169.0,1.0,0.0,0.0,0.67,410.0,933.0,5.0,0.2,0.0,0.35,-905.0,-1670.0,1.0,0.0,0.0,0.0,-495.0,-578.0,3.0,0.33,0.0,0.6,504.0,732.67,1.0,0.0,0.0,0.0,0.0,0.0
10688-10688_game_1,12.0,0.33,,0.71,,,21.0,0.52,,0.57,,,5.0,0.4,,0.67,,,10.0,0.4,,0.81,,,7.0,0.14,,1.5,,,3.0,0.67,,0.5,,,8.0,0.38,,1.5,,,7.0,0.29,,0.96,,,4.0,0.5,,0.11,,,3.0,0.33,,0.14,,,,1.0,,,,0.0
10739-10739_game_3,3.0,0.33,,0.6,,,1.0,0.0,,1.5,,,2.0,0.5,,0.29,,,4.0,0.5,,1.88,,,3.0,0.33,,0.94,,,1.0,0.0,,0.17,,,7.0,0.57,,1.06,,,5.0,0.4,,1.25,,,4.0,0.5,,0.38,,,1.0,0.0,,0.0,,,,1.0,,,,1.0
10688-10688_game_2,21.0,0.52,,0.57,,,12.0,0.33,,0.71,,,1.0,1.0,,0.5,,,2.0,0.0,,0.2,,,3.0,0.67,,0.5,,,7.0,0.14,,1.5,,,7.0,0.71,,2.2,,,1.0,0.0,,2.0,,,4.0,0.5,,0.27,,,1.0,0.0,,0.0,,,,0.0,,,,1.0
LOLTMNT01_41674,5.0,0.2,0.2,0.75,-58.4,-275.6,3.0,1.0,0.25,1.75,-20.33,-162.33,1.0,0.0,1.0,0.2,-116.0,-849.0,7.0,0.71,0.57,0.32,78.29,201.0,2.0,0.0,0.5,1.0,172.5,79.5,3.0,1.0,0.75,2.0,367.0,779.0,2.0,0.5,0.5,0.8,289.5,275.5,5.0,0.4,0.8,1.27,279.2,668.6,2.0,0.5,0.0,0.33,68.0,-77.0,4.0,0.75,0.6,0.6,243.25,498.0,0.0,1.0,0.0,1.0,1.0,0.0
LOLTMNT01_42697,9.0,0.67,0.11,1.8,-45.89,87.56,3.0,0.67,0.0,1.4,110.33,259.33,3.0,0.67,0.67,1.0,-686.0,-820.33,8.0,0.62,0.88,2.17,220.25,341.25,4.0,1.0,0.25,1.71,227.5,604.75,6.0,0.67,0.33,1.38,38.67,76.5,6.0,0.83,0.71,3.0,270.5,629.33,6.0,0.5,0.17,0.82,1.83,316.5,12.0,0.42,0.17,0.13,-250.58,-365.5,9.0,0.44,0.0,0.08,-395.89,-684.44,0.0,0.0,1.0,0.0,0.0,1.0
10740-10740_game_1,5.0,0.6,,1.92,,,2.0,0.5,,0.8,,,3.0,0.33,,0.46,,,7.0,0.43,,0.65,,,5.0,0.4,,0.89,,,6.0,0.33,,1.31,,,3.0,0.33,,0.68,,,7.0,0.57,,1.61,,,3.0,0.33,,0.18,,,7.0,0.43,,0.12,,,,1.0,,,,1.0
LOLTMNT02_38830,2.0,0.5,1.0,3.25,-55.5,466.0,5.0,0.0,0.2,0.25,-215.4,-707.2,5.0,0.6,0.2,1.33,92.0,267.2,8.0,0.12,0.0,0.2,-315.5,-512.5,4.0,0.5,0.25,0.82,-22.75,67.75,1.0,0.0,1.0,1.0,-17.0,-84.0,3.0,0.33,0.0,0.6,-363.67,-1125.67,5.0,0.0,0.6,1.08,-193.6,2.4,2.0,0.5,0.0,0.0,-139.5,-335.5,8.0,0.12,0.0,0.19,-108.5,-186.12,0.0,0.0,1.0,1.0,0.0,1.0
LOLTMNT01_41682,12.0,0.67,0.25,1.25,-74.25,-180.58,2.0,0.5,0.0,2.25,423.0,623.0,7.0,0.71,0.57,0.32,78.29,201.0,1.0,0.0,0.0,0.0,-734.0,-1209.0,2.0,1.0,0.0,3.5,312.5,1027.5,9.0,0.67,0.3,1.22,-84.33,131.0,3.0,0.67,0.5,1.0,-194.67,-1266.0,1.0,0.0,0.0,0.0,-895.0,-1118.0,2.0,1.0,0.0,0.6,32.0,-143.0,1.0,0.0,0.0,0.0,-340.0,-274.0,1.0,0.0,1.0,1.0,0.0,1.0
10689-10689_game_1,2.0,0.0,,0.17,,,4.0,0.75,,1.75,,,3.0,0.33,,0.71,,,1.0,1.0,,0.0,,,1.0,0.0,,0.75,,,6.0,0.5,,0.71,,,12.0,0.58,,2.58,,,3.0,0.67,,2.62,,,1.0,0.0,,0.5,,,1.0,1.0,,0.0,,,,0.0,,,,0.0
10740-10740_game_2,8.0,0.75,,2.43,,,10.0,0.1,,0.5,,,3.0,0.67,,1.0,,,2.0,0.0,,0.29,,,2.0,1.0,,3.0,,,4.0,0.0,,0.44,,,4.0,0.75,,3.44,,,4.0,0.25,,0.62,,,4.0,0.5,,0.71,,,2.0,0.0,,0.0,,,,1.0,,,,1.0
LOLTMNT01_41691,8.0,0.5,0.12,0.86,-147.75,-303.0,12.0,0.67,0.54,2.37,-24.67,181.42,1.0,0.0,0.0,0.17,79.0,59.0,11.0,0.64,0.45,0.41,-192.64,-368.91,3.0,0.33,0.0,0.44,46.67,169.0,3.0,1.0,0.0,2.2,-171.33,-299.33,5.0,0.2,0.0,0.35,-905.0,-1670.0,8.0,0.62,0.0,2.58,452.62,642.88,3.0,0.33,0.0,0.6,504.0,732.67,2.0,1.0,0.5,0.5,-174.0,-437.5,0.0,0.0,0.0,0.0,0.0,0.0
LOLTMNT02_38839,2.0,1.0,0.0,1.2,63.5,62.0,13.0,0.54,0.15,1.12,-191.92,-207.54,6.0,0.33,0.5,1.5,7.83,260.5,1.0,0.0,1.0,1.33,-79.0,193.0,4.0,0.5,0.0,0.42,-240.0,-494.5,1.0,0.0,1.0,1.0,562.0,995.0,2.0,1.0,0.5,1.75,89.0,41.0,6.0,0.5,0.43,1.47,-127.33,-174.83,1.0,1.0,0.0,1.5,-123.0,-327.0,7.0,0.43,0.29,0.2,-242.29,-330.57,0.0,0.0,0.0,1.0,0.0,1.0
LOLTMNT01_42724,9.0,0.78,0.58,2.29,430.78,755.56,5.0,0.2,0.33,0.5,-73.8,-63.6,8.0,0.88,0.22,0.44,-307.62,-295.38,5.0,0.4,0.67,0.58,-135.0,-42.6,6.0,0.83,0.5,1.95,-232.0,-257.33,7.0,0.29,0.29,1.53,-216.43,-410.0,1.0,1.0,0.0,7.0,225.0,117.0,1.0,0.0,0.0,0.0,-225.0,-117.0,1.0,1.0,0.0,0.0,51.0,-366.0,3.0,0.33,0.75,0.63,202.33,369.67,1.0,0.0,1.0,1.0,1.0,1.0
10740-10740_game_3,1.0,1.0,,4.0,,,7.0,0.43,,0.57,,,6.0,0.5,,0.51,,,3.0,0.67,,0.18,,,2.0,0.5,,2.25,,,4.0,0.75,,2.08,,,4.0,0.5,,0.8,,,5.0,0.4,,1.06,,,8.0,0.25,,0.06,,,6.0,0.67,,0.17,,,,1.0,,,,1.0
10689-10689_game_2,5.0,0.4,,0.33,,,13.0,0.69,,1.72,,,5.0,0.2,,0.53,,,4.0,0.5,,0.12,,,6.0,0.5,,0.71,,,6.0,0.5,,1.92,,,1.0,0.0,,0.0,,,12.0,0.58,,2.58,,,2.0,0.0,,0.0,,,6.0,0.17,,0.09,,,,1.0,,,,0.0
LOLTMNT02_37886,2.0,0.5,0.5,1.0,-417.5,-1355.5,2.0,0.0,0.0,0.5,421.0,826.0,4.0,0.75,0.25,0.71,21.25,-397.0,6.0,0.33,0.5,1.5,7.83,260.5,12.0,0.25,0.0,0.68,-151.42,-265.75,4.0,0.5,0.0,0.42,-240.0,-494.5,13.0,0.46,0.77,2.11,275.46,336.23,5.0,0.0,0.6,1.08,-193.6,2.4,3.0,0.33,0.33,0.29,246.33,193.0,8.0,0.12,0.0,0.19,-108.5,-186.12,0.0,0.0,0.0,1.0,1.0,1.0
LOLTMNT01_41718,6.0,0.67,0.17,1.58,-130.17,-153.5,5.0,0.0,0.29,0.32,9.0,-374.6,6.0,0.67,0.17,0.35,-25.33,-41.67,2.0,0.0,0.25,0.33,-354.0,-869.5,4.0,0.75,0.25,1.0,3.0,168.5,4.0,0.0,0.0,0.25,-60.0,-875.0,9.0,0.67,0.56,2.71,313.78,384.33,3.0,0.0,0.33,0.38,-1065.33,-1730.0,7.0,0.71,0.0,0.33,-175.57,-286.86,4.0,0.0,0.17,0.09,0.25,99.25,1.0,0.0,1.0,1.0,1.0,1.0
LOLTMNT01_42744,3.0,0.67,0.5,0.83,305.33,239.0,6.0,0.33,0.0,0.64,332.33,723.0,5.0,0.4,0.67,0.58,-135.0,-42.6,8.0,0.75,1.0,1.04,96.25,142.0,7.0,0.29,0.29,1.53,-216.43,-410.0,5.0,0.8,0.14,1.13,-186.8,-351.8,2.0,0.0,0.0,0.45,-494.5,-775.5,7.0,0.71,0.57,1.69,128.29,-626.71,1.0,0.0,0.0,1.0,41.0,205.0,7.0,0.71,0.14,0.13,154.86,50.14,1.0,0.0,1.0,1.0,0.0,0.0
10689-10689_game_3,3.0,0.67,,0.78,,,16.0,0.56,,0.51,,,7.0,0.57,,0.1,,,1.0,0.0,,1.5,,,8.0,0.62,,1.39,,,2.0,0.0,,0.29,,,10.0,0.6,,1.65,,,1.0,0.0,,0.5,,,2.0,0.5,,0.0,,,1.0,0.0,,0.0,,,,1.0,,,,1.0
LOLTMNT01_41731,6.0,0.67,0.17,1.58,-130.17,-153.5,2.0,0.0,0.5,0.18,-539.0,-1153.5,1.0,1.0,0.0,0.0,-44.0,245.0,1.0,0.0,0.0,1.0,44.0,-245.0,3.0,0.67,0.33,1.38,41.0,-94.67,4.0,0.0,0.2,0.36,-184.0,-354.0,9.0,0.67,0.56,2.71,313.78,384.33,4.0,0.0,2.0,0.73,541.0,544.75,7.0,0.71,0.0,0.33,-175.57,-286.86,3.0,0.0,0.0,0.11,9.67,102.67,0.0,0.0,0.0,1.0,0.0,1.0
LOLTMNT05_16235,2.0,0.5,0.0,0.71,205.5,354.0,4.0,0.25,0.0,1.43,-311.0,-240.75,6.0,0.83,0.43,2.9,-40.33,-299.5,3.0,0.33,0.33,1.12,270.0,622.67,4.0,0.75,0.0,2.25,39.75,-334.25,2.0,0.5,0.5,0.4,154.0,492.5,3.0,0.67,0.67,1.89,-571.33,-473.67,1.0,0.0,0.0,0.5,280.0,-358.0,2.0,0.5,0.0,0.33,-629.0,-439.5,2.0,0.0,0.0,0.0,-49.0,-61.0,1.0,0.0,1.0,1.0,1.0,1.0
LOLTMNT05_17241,3.0,0.67,0.33,1.0,307.67,312.33,5.0,0.6,0.0,1.67,-128.2,-330.0,7.0,0.57,0.57,0.71,234.86,143.0,1.0,0.0,0.0,0.0,-1397.0,-1666.0,4.0,0.5,0.5,2.22,121.0,737.25,5.0,0.6,0.0,1.44,-278.4,-428.2,1.0,1.0,4.0,16.0,1449.0,2765.0,1.0,0.0,0.5,0.33,-1449.0,-2765.0,11.0,0.64,0.29,0.36,81.82,163.45,1.0,0.0,0.33,0.17,49.0,-25.0,1.0,0.0,1.0,0.0,1.0,1.0
LOLTMNT05_16244,3.0,0.0,0.33,0.38,231.0,452.0,5.0,0.6,0.6,1.08,-13.6,47.6,1.0,0.0,0.0,0.0,-209.0,-204.0,5.0,0.4,0.29,0.36,-106.2,-134.6,2.0,0.5,0.5,1.29,-396.5,-982.0,2.0,0.5,1.0,3.5,487.0,954.5,2.0,0.5,0.33,1.43,43.0,-521.0,1.0,1.0,0.0,4.0,-175.0,327.0,2.0,0.5,0.5,1.33,168.5,71.5,3.0,0.67,0.0,0.27,-16.0,-237.0,0.0,0.0,1.0,1.0,1.0,0.0
LOLTMNT02_37977,1.0,1.0,0.0,0.0,131.0,-6.0,4.0,0.25,0.0,0.5,-192.25,-493.0,2.0,0.5,2.0,1.17,711.0,480.0,2.0,0.0,0.5,1.0,-340.5,-841.0,5.0,0.8,1.0,1.36,373.6,812.8,1.0,0.0,0.0,0.25,-883.0,-3034.0,4.0,1.0,0.75,1.5,556.5,513.75,1.0,0.0,0.0,1.0,-792.0,-480.0,9.0,0.56,0.08,0.17,-1.44,-42.11,2.0,0.0,0.5,0.67,-295.0,-278.0,1.0,0.0,1.0,1.0,1.0,1.0
LOLTMNT05_17244,2.0,0.5,0.0,0.38,-223.0,-414.0,5.0,0.8,0.5,1.75,69.2,415.8,3.0,0.33,0.33,1.14,-154.67,-310.67,2.0,0.5,0.0,0.22,-491.5,-440.0,1.0,0.0,2.0,1.0,-37.0,193.0,2.0,1.0,1.0,3.33,-135.0,-137.0,1.0,0.0,0.0,1.0,-10.0,89.0,2.0,0.5,0.5,1.75,-209.5,-232.0,1.0,0.0,0.0,0.0,-25.0,-17.0,2.0,0.5,0.33,0.17,197.5,254.5,0.0,0.0,0.0,1.0,0.0,0.0
LOLTMNT05_17245,4.0,0.25,0.5,1.0,-55.25,-51.5,2.0,0.5,0.0,0.75,201.5,509.0,5.0,0.2,0.4,1.0,92.6,634.0,7.0,0.43,0.29,0.38,-339.43,-787.0,1.0,0.0,0.0,0.75,-370.0,-247.0,3.0,0.67,0.0,1.3,29.33,39.33,9.0,0.67,0.83,2.1,440.22,1228.11,5.0,0.8,1.2,2.2,135.0,-113.8,4.0,0.75,0.0,0.3,-182.25,167.5,10.0,0.5,0.38,0.15,-50.4,-255.7,1.0,0.0,1.0,0.0,0.0,0.0
LOLTMNT05_16252,7.0,0.29,0.1,0.65,-210.86,-439.71,2.0,0.5,0.0,1.5,359.5,497.0,1.0,0.0,0.0,0.25,226.0,289.0,3.0,0.67,0.67,0.36,-22.0,-164.33,5.0,0.4,0.2,1.25,41.2,91.6,5.0,0.4,0.0,1.31,-103.4,-313.2,5.0,0.0,0.6,1.18,-502.4,-888.8,2.0,0.5,0.0,1.5,37.0,77.5,4.0,0.25,0.0,0.11,119.75,465.25,5.0,0.6,0.4,0.27,-362.0,-774.6,0.0,0.0,0.0,0.0,0.0,0.0
LOLTMNT02_39015,4.0,0.75,0.25,2.5,202.75,299.75,7.0,0.71,0.5,1.4,-361.14,-524.57,4.0,0.25,0.75,1.36,-97.25,-149.5,3.0,1.0,0.33,1.4,-11.0,-145.67,2.0,0.0,1.0,0.22,-520.5,-1105.0,3.0,0.67,0.0,0.67,-213.67,73.0,5.0,0.4,0.0,0.94,-104.2,-53.0,1.0,1.0,0.0,1.0,-340.0,-1071.0,7.0,0.43,0.14,0.19,13.86,-10.86,1.0,1.0,0.0,0.25,69.0,104.0,0.0,0.0,0.0,0.0,1.0,0.0
LOLTMNT02_39008,9.0,0.56,0.78,1.29,208.67,177.78,3.0,0.67,0.33,1.62,370.0,875.67,3.0,0.67,0.67,0.6,-54.0,-69.67,1.0,1.0,1.0,4.5,150.0,665.0,6.0,0.5,0.0,1.42,-261.33,-269.5,4.0,0.5,0.25,1.67,-110.5,-299.25,2.0,0.5,0.5,1.17,438.0,753.5,2.0,1.0,0.5,1.71,-448.5,-869.5,2.0,0.5,0.0,0.0,280.0,453.0,2.0,0.5,0.0,0.08,-93.5,-584.5,1.0,0.0,0.0,0.0,1.0,0.0
LOLTMNT03_35036,1.0,0.0,0.0,0.5,-569.0,-815.0,2.0,0.5,0.5,0.75,-69.5,-70.0,4.0,0.5,0.75,1.27,-254.75,-383.0,2.0,0.5,1.5,1.4,794.0,751.5,1.0,0.0,0.0,1.25,45.0,46.0,1.0,1.0,0.0,1.0,-45.0,-46.0,4.0,0.25,0.25,1.33,119.75,128.75,2.0,0.5,0.0,0.67,-282.0,-271.5,2.0,0.0,0.0,0.44,-111.0,-125.0,3.0,0.33,0.0,0.17,-104.33,-216.67,0.0,0.0,1.0,1.0,0.0,0.0
LOLTMNT05_16263,3.0,0.33,0.2,0.75,-307.0,-1213.0,5.0,0.6,0.4,2.15,-32.0,249.6,6.0,0.33,0.63,0.49,-178.5,-117.17,3.0,0.33,0.75,0.5,150.33,198.33,2.0,0.0,1.4,0.67,545.0,498.5,3.0,0.33,1.0,1.5,38.33,158.67,8.0,0.25,0.5,0.81,-102.75,31.25,1.0,1.0,0.0,1.33,-238.0,-708.0,1.0,0.0,0.0,0.4,-220.0,169.0,1.0,1.0,0.5,1.67,220.0,-169.0,0.0,0.0,1.0,0.0,0.0,0.0
LOLTMNT05_17251,3.0,0.0,0.33,0.62,305.0,436.0,2.0,0.5,0.0,3.0,-400.0,-867.5,1.0,0.0,0.0,0.17,49.0,240.0,3.0,1.0,0.67,6.0,250.67,752.67,1.0,0.0,0.0,0.0,-894.0,-471.0,2.0,0.5,1.0,3.0,308.0,-26.0,1.0,0.0,0.0,0.33,-811.0,-872.0,3.0,0.67,1.0,5.5,429.67,400.33,2.0,0.0,0.0,0.0,-106.5,230.5,1.0,1.0,0.0,0.0,170.0,-387.0,1.0,0.0,0.0,0.0,0.0,0.0
LOLTMNT05_17256,4.0,0.25,0.0,0.17,-654.25,-1527.0,7.0,0.57,0.25,1.25,-361.0,-650.14,6.0,0.17,0.0,0.3,-110.67,-127.0,4.0,0.5,0.0,0.73,-93.5,-139.75,1.0,1.0,0.0,2.0,175.0,961.0,3.0,0.0,0.67,0.69,111.0,-712.67,4.0,0.5,0.5,2.18,-77.5,-248.0,2.0,0.0,0.0,0.3,-482.0,-1212.5,1.0,1.0,0.0,0.0,177.0,844.0,2.0,0.0,1.0,0.4,172.5,-146.0,1.0,0.0,1.0,0.0,1.0,1.0
